Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),attack_severity_factor,Financial Loss (in Million $)_norm,Number of Affected Users_norm,Incident Resolution Time (in Hours)_norm,risk_score,severity_cluster,Severity
Russia,2024,DDoS,Telecommunications,55.05,363906,Insider,Weak Passwords,Antivirus,31,0.6,0.548296311187054,0.3637690137518503,0.4225352112676057,0.4729562708538978,0,Low
UK,2022,DDoS,Education,79.6,446296,Unknown,Zero-day,AI-based Detection,4,0.8,0.7950547793748115,0.44622407079185483,0.04225352112676056,0.5403398372128332,3,High
Russia,2017,Ransomware,Telecommunications,65.18,329972,Nation-state,Unpatched Software,Firewall,48,1.0,0.6501155895064832,0.3298082186845422,0.6619718309859155,0.591383067605139,1,Critical
China,2017,Ransomware,Education,25.73,639190,Insider,Social Engineering,Encryption,33,1.0,0.2535933259624083,0.6392703843332389,0.4507042253521127,0.48335929075535755,2,Medium
USA,2022,Ransomware,Government,33.71,135105,Unknown,Unpatched Software,VPN,48,1.0,0.3338023922002212,0.13478734721695418,0.6619718309859155,0.4063515272423578,0,Low
China,2015,DDoS,Education,94.74,103079,Nation-state,Social Engineering,Antivirus,57,0.6,0.9472308774751231,0.10273605875035403,0.7887323943661972,0.6274596474883949,1,Critical
France,2018,DDoS,IT,75.88,822364,Unknown,Zero-day,VPN,71,0.8,0.7576640868428988,0.8225890227389411,0.9859154929577465,0.8270254401503911,1,Critical
India,2021,SQL Injection,Government,75.25,597509,Nation-state,Social Engineering,Firewall,20,0.7,0.7513317921399136,0.5975564720564526,0.26760563380281693,0.6033207852334647,3,High
Brazil,2023,Man-in-the-Middle,Telecommunications,90.37,705678,Hacker Group,Zero-day,Antivirus,57,0.5,0.9033068650115591,0.7058108847880978,0.7887323943661972,0.7808124903142926,1,Critical
France,2020,Phishing,Retail,14.45,309967,Unknown,Zero-day,Firewall,26,0.6000000000000001,0.14021509699467286,0.30978742227617595,0.35211267605633806,0.2794448006919895,0,Low
France,2022,Ransomware,Banking,54.47,604250,Unknown,Social Engineering,AI-based Detection,63,1.0,0.5424665795557343,0.6043027949051802,0.8732394366197184,0.6729253576177914,1,Critical
India,2024,Ransomware,IT,33.66,131900,Unknown,Unpatched Software,Antivirus,21,1.0,0.3332998291285556,0.13157981647519895,0.28169014084507044,0.32913190476299603,0,Low
Australia,2022,Ransomware,Government,84.51,305494,Insider,Social Engineering,Firewall,19,1.0,0.8444064730123632,0.3053108902924408,0.25352112676056343,0.5800600816447902,3,High
Brazil,2023,Malware,Healthcare,61.56,907121,Unknown,Social Engineering,VPN,33,0.6,0.6137300231179014,0.9074129488166164,0.4507042253521127,0.667856738962568,2,Medium
India,2024,Phishing,Banking,23.32,879162,Unknown,Zero-day,VPN,38,0.6000000000000001,0.2293697859081315,0.8794318717468083,0.5211267605633804,0.5198028279999711,2,Medium
Brazil,2017,Man-in-the-Middle,Telecommunications,43.71,57237,Unknown,Unpatched Software,Firewall,52,0.3,0.43431500653331995,0.05685786085221241,0.7183098591549296,0.3644453326999777,0,Low
Australia,2016,Phishing,Telecommunications,2.84,880127,Insider,Social Engineering,Antivirus,67,0.4,0.023519951753945122,0.8803976337330154,0.9295774647887325,0.49944276377922914,2,Medium
China,2017,Phishing,IT,71.4,698847,Insider,Zero-day,AI-based Detection,17,0.6000000000000001,0.7126344356216706,0.6989744908732991,0.22535211267605634,0.5998165440458694,3,High
India,2022,Man-in-the-Middle,Banking,90.87,928859,Unknown,Unpatched Software,Firewall,32,0.3,0.9083324957282141,0.9291681136416633,0.4366197183098592,0.7594073760457565,3,High
India,2017,SQL Injection,IT,78.94,858565,Unknown,Weak Passwords,Encryption,29,0.7,0.788420946828827,0.8588186078816187,0.3943661971830986,0.7218872005326361,3,High
China,2022,Malware,Telecommunications,34.33,571265,Unknown,Unpatched Software,Firewall,17,0.6,0.3400341742888733,0.571291749190111,0.22535211267605634,0.4124716170077939,2,Medium
Russia,2015,DDoS,Banking,40.64,259321,Nation-state,Social Engineering,AI-based Detection,62,0.6,0.4034576339330586,0.259101431029082,0.8591549295774649,0.47094446879744106,0,Low
Brazil,2022,Man-in-the-Middle,Banking,59.43,121504,Insider,Weak Passwords,AI-based Detection,32,0.3,0.5923208362649512,0.1211756075543604,0.4366197183098592,0.3906049604342604,0,Low
France,2018,DDoS,Banking,50.75,670630,Nation-state,Zero-day,Antivirus,4,0.8,0.5050758870238216,0.6707352100807538,0.04225352112676056,0.4917016220591069,3,High
China,2024,Ransomware,Banking,72.18,277175,Insider,Social Engineering,Firewall,72,1.0,0.7204744195396524,0.2769695289583482,1.0,0.6712806265033654,1,Critical
USA,2016,Man-in-the-Middle,Retail,23.35,952463,Nation-state,Unpatched Software,Antivirus,26,0.3,0.2296713237511308,0.9527907519032517,0.35211267605633806,0.47812829028269543,2,Medium
UK,2020,DDoS,Government,78.32,624619,Unknown,Weak Passwords,AI-based Detection,67,0.6,0.7821891647401749,0.624687878736323,0.9295774647887325,0.7461975224747135,1,Critical
China,2018,Phishing,Healthcare,20.22,363934,Insider,Weak Passwords,Firewall,24,0.4,0.19821087546487087,0.36379703586129464,0.323943661971831,0.29321219333870296,0,Low
Japan,2017,SQL Injection,IT,33.15,44750,Unknown,Unpatched Software,Firewall,22,0.7,0.3281736857975676,0.04436100082965461,0.295774647887324,0.2737327041453882,0,Low
UK,2021,DDoS,Banking,8.82,736601,Nation-state,Zero-day,AI-based Detection,26,0.8,0.08362649512513821,0.7367583023005152,0.35211267605633806,0.40490062395147747,2,Medium
Japan,2018,Ransomware,Education,43.32,42876,Unknown,Unpatched Software,Antivirus,40,1.0,0.4303950145743291,0.042485521076129074,0.5492957746478874,0.3947628170821479,0,Low
Australia,2018,DDoS,Healthcare,90.4,536357,Nation-state,Weak Passwords,Encryption,55,0.6,0.9036084028545583,0.5363561850299887,0.7605633802816901,0.7344628927071579,1,Critical
USA,2017,Phishing,Government,55.34,785099,Insider,Social Engineering,Encryption,29,0.4,0.5512111770027139,0.7852945974373782,0.3943661971830986,0.5749460894689188,2,Medium
France,2019,DDoS,Healthcare,27.89,460544,Unknown,Weak Passwords,Firewall,29,0.6,0.27530405065835767,0.46048332134053777,0.3943661971830986,0.38713985610212415,0,Low
France,2020,Ransomware,Education,66.04,881755,Unknown,Zero-day,Firewall,10,1.2,0.6587596743391296,0.8820269192392799,0.1267605633802817,0.6734640581834922,3,High
India,2024,SQL Injection,Telecommunications,10.24,213393,Unknown,Social Engineering,Encryption,49,0.7,0.09789928636043824,0.21313716522336126,0.676056338028169,0.3083121317168175,0,Low
UK,2017,Man-in-the-Middle,Telecommunications,43.82,213979,Hacker Group,Unpatched Software,Firewall,10,0.3,0.43542064529098407,0.21372362794244662,0.1267605633802817,0.293637459175184,0,Low
UK,2021,Malware,Telecommunications,3.17,570243,Insider,Unpatched Software,Antivirus,51,0.6,0.026836868026937383,0.5702689421953921,0.7042253521126761,0.38266050029192783,2,Medium
Brazil,2016,Malware,Government,72.73,47624,Nation-state,Weak Passwords,Firewall,70,0.6,0.7260026133279728,0.04723727020619269,0.971830985915493,0.5589384235761455,1,Critical
China,2024,Man-in-the-Middle,Banking,16.09,72940,Nation-state,Zero-day,VPN,26,0.5,0.15669916574530107,0.07257326030237858,0.35211267605633806,0.20487417960010162,0,Low
Japan,2020,Malware,Telecommunications,98.14,710142,Insider,Zero-day,AI-based Detection,56,0.8,0.9814051663483768,0.7102784096652259,0.7746478873239437,0.8405751669037074,1,Critical
Japan,2023,Malware,Retail,51.91,360524,Hacker Group,Unpatched Software,Firewall,47,0.6,0.516735350286461,0.3603843432468218,0.647887323943662,0.5043869078773633,0,Low
France,2017,Phishing,IT,55.9,309259,Insider,Zero-day,AI-based Detection,3,0.6000000000000001,0.5568398834053674,0.3090788632230831,0.02816901408450704,0.3810934151459733,3,High
UK,2024,Phishing,Government,30.68,393201,Nation-state,Social Engineering,Firewall,3,0.4,0.3033470700572922,0.39308714575800313,0.02816901408450704,0.28489877456721924,0,Low
Germany,2020,Ransomware,IT,65.2,306799,Unknown,Zero-day,Encryption,61,1.2,0.6503166147351493,0.3066169207504722,0.8450704225352113,0.6411258066262436,1,Critical
Russia,2022,Malware,Healthcare,81.92,30180,Insider,Weak Passwords,AI-based Detection,53,0.6,0.8183737059000905,0.029779496022361646,0.7323943661971831,0.5427622044061813,1,Critical
India,2017,Phishing,Retail,97.87,113745,Unknown,Unpatched Software,Encryption,2,0.4,0.9786913257613832,0.11341048086940597,0.014084507042253521,0.4683165759738258,3,High
Japan,2024,Ransomware,Banking,24.22,584428,Nation-state,Weak Passwords,Firewall,34,1.0,0.2384159211981104,0.5844651429978253,0.46478873239436624,0.463663657857465,2,Medium
France,2020,Ransomware,Healthcare,3.27,178268,Nation-state,Unpatched Software,Antivirus,2,1.0,0.02784199417026837,0.1779844297150452,0.014084507042253521,0.1673490279910716,0,Low
China,2022,Phishing,Retail,33.69,338578,Unknown,Social Engineering,AI-based Detection,38,0.4,0.3336013669715549,0.3384210141801882,0.5211267605633804,0.3791922031553545,0,Low
China,2024,DDoS,Healthcare,7.31,972407,Hacker Group,Zero-day,Encryption,51,0.8,0.06844909036084028,0.9727505001446142,0.7042253521126761,0.5400498566102556,2,Medium
Brazil,2022,Ransomware,Banking,15.66,817169,Insider,Unpatched Software,Firewall,54,1.0,0.15237712332897782,0.8173899206473908,0.7464788732394366,0.5554636001736957,2,Medium
Australia,2015,Malware,Healthcare,62.34,796100,Hacker Group,Social Engineering,AI-based Detection,20,0.6,0.621570007035883,0.7963042840801393,0.26760563380281693,0.6010404147989585,3,High
UK,2016,Man-in-the-Middle,Banking,76.06,530253,Unknown,Weak Passwords,Encryption,28,0.3,0.7594733139008947,0.53024736517112,0.3802816901408451,0.5689198731398629,3,High
Australia,2024,Man-in-the-Middle,Government,50.36,165496,Nation-state,Weak Passwords,Encryption,72,0.3,0.5011558950648307,0.1652023446499288,1.0,0.4800230614209109,1,Critical
Russia,2021,Ransomware,Banking,34.92,501490,Insider,Social Engineering,Firewall,44,1.0,0.34596441853452614,0.5014616532444098,0.6056338028169015,0.5099510239505137,2,Medium
India,2016,Malware,Banking,11.81,392365,Insider,Social Engineering,Antivirus,72,0.6,0.11367976681073476,0.3922504856331646,1.0,0.4231470524142433,0,Low
China,2022,Malware,Education,96.72,194617,Insider,Social Engineering,Antivirus,31,0.6,0.9671323751130768,0.1943463392616775,0.4225352112676057,0.5896638940772552,3,High
Japan,2022,Man-in-the-Middle,Retail,44.34,516125,Unknown,Zero-day,Firewall,67,0.5,0.44064730123630524,0.5161082093771986,0.9295774647887325,0.5670068762654282,1,Critical
Australia,2021,Man-in-the-Middle,Telecommunications,67.72,393335,Hacker Group,Social Engineering,Antivirus,31,0.3,0.6756457935470902,0.39322125156748683,0.4225352112676057,0.5027317351426033,3,High
UK,2018,SQL Injection,Government,34.09,197436,Unknown,Zero-day,Antivirus,10,0.8999999999999999,0.33762187154487894,0.19716756520894987,0.1267605633802817,0.30955113085669284,0,Low
France,2022,DDoS,Education,31.51,452360,Nation-state,Zero-day,Antivirus,65,0.8,0.3116896170469394,0.45229285906580297,0.9014084507042254,0.5206453946793617,1,Critical
Australia,2018,DDoS,Healthcare,20.39,913090,Unknown,Zero-day,VPN,2,0.8,0.19991958990853356,0.9133866620763783,0.014084507042253521,0.43680073599477764,2,Medium
Germany,2018,SQL Injection,Telecommunications,38.65,368222,Insider,Zero-day,VPN,56,0.8999999999999999,0.38345562368077196,0.36808842176477247,0.7746478873239437,0.5087383534665293,0,Low
India,2022,SQL Injection,Healthcare,77.3,826937,Unknown,Zero-day,AI-based Detection,64,0.8999999999999999,0.7719368780781989,0.8271656336849775,0.8873239436619719,0.8243892300691672,1,Critical
Brazil,2015,Ransomware,Retail,89.93,673959,Hacker Group,Zero-day,Firewall,39,1.2,0.8988843099809027,0.6740668387357626,0.5352112676056339,0.7888160291342167,1,Critical
UK,2022,Ransomware,Education,4.29,383246,Nation-state,Unpatched Software,VPN,45,1.0,0.038094280832244455,0.3831242850609131,0.619718309859155,0.3541186598230027,0,Low
UK,2019,Man-in-the-Middle,Banking,76.03,422890,Insider,Social Engineering,VPN,4,0.3,0.7591717760578953,0.4227995888756229,0.04225352112676056,0.46895929131119707,3,High
Australia,2020,Malware,Banking,42.3,497035,Hacker Group,Zero-day,AI-based Detection,66,0.8,0.420142727912353,0.49700313547388897,0.9154929577464789,0.5802566233564037,1,Critical
Brazil,2023,Phishing,Government,72.57,720220,Unknown,Weak Passwords,Firewall,71,0.4,0.724394411498643,0.7203643674859465,0.9859154929577465,0.7430501734367905,1,Critical
Russia,2019,Phishing,Government,93.7,808318,Nation-state,Social Engineering,Antivirus,57,0.4,0.936777565584481,0.8085319316941068,0.7887323943661972,0.8150170846152639,1,Critical
Germany,2022,SQL Injection,IT,68.63,294981,Unknown,Zero-day,AI-based Detection,3,0.8999999999999999,0.6847924414514022,0.2947895889857098,0.02816901408450704,0.45798765609317516,3,High
USA,2017,Phishing,Healthcare,52.7,281182,Nation-state,Zero-day,Encryption,27,0.6000000000000001,0.5246758468187759,0.2809796929777595,0.36619718309859156,0.42740368324055655,0,Low
Australia,2017,Ransomware,Education,66.56,95750,Nation-state,Zero-day,Antivirus,44,1.2,0.6639863302844508,0.09540127160329501,0.6056338028169015,0.5353416741581492,0,Low
Brazil,2015,Ransomware,Retail,91.03,879260,Hacker Group,Social Engineering,Antivirus,16,1.0,0.9099406975575436,0.8795299491298635,0.2112676056338028,0.7700887848887369,3,High
Russia,2017,Man-in-the-Middle,IT,14.74,561615,Hacker Group,Weak Passwords,Antivirus,29,0.3,0.14312996281033272,0.5616341293280398,0.3943661971830986,0.3346154633591648,2,Medium
Brazil,2016,SQL Injection,Retail,40.29,206598,Unknown,Zero-day,Encryption,45,0.8999999999999999,0.39993969243140015,0.20633679973499092,0.619718309859155,0.43582057886488834,0,Low
Brazil,2017,Man-in-the-Middle,IT,56.83,171305,Unknown,Unpatched Software,Firewall,54,0.3,0.5661875565383456,0.17101593157000874,0.7464788732394366,0.4570755767342283,0,Low
Russia,2024,SQL Injection,Government,63.45,492909,Unknown,Zero-day,AI-based Detection,42,0.8999999999999999,0.6327269072268571,0.49287387748933914,0.5774647887323944,0.6064458838840234,1,Critical
UK,2021,Man-in-the-Middle,IT,72.57,477493,Hacker Group,Unpatched Software,Encryption,16,0.3,0.724394411498643,0.4774457046609776,0.2112676056338028,0.5052449971245111,3,High
Japan,2021,Phishing,Government,22.94,622723,Nation-state,Weak Passwords,AI-based Detection,67,0.4,0.22555030656347377,0.6227903816110912,0.9295774647887325,0.5029727300664634,2,Medium
Australia,2016,Malware,Healthcare,80.22,124155,Nation-state,Weak Passwords,Encryption,40,0.6,0.8012865614634638,0.1238287008449667,0.5492957746478874,0.527522389768453,1,Critical
China,2024,Malware,Retail,34.49,897277,Unknown,Zero-day,VPN,55,0.8,0.34164237611820286,0.8975611757676808,0.7605633802816901,0.6380379792339235,2,Medium
USA,2017,SQL Injection,Healthcare,51.26,28682,Hacker Group,Zero-day,VPN,44,0.8999999999999999,0.5102020303548096,0.028280313167088837,0.6056338028169015,0.4236916666554308,0,Low
Japan,2020,Phishing,Banking,73.04,512431,Nation-state,Unpatched Software,VPN,44,0.4,0.7291185043722989,0.5124112925097902,0.6056338028169015,0.606497550065237,1,Critical
Australia,2018,SQL Injection,IT,19.14,171977,Unknown,Zero-day,Antivirus,44,0.8999999999999999,0.18735551311689622,0.1716884621966732,0.6056338028169015,0.33757550446914075,0,Low
UK,2015,SQL Injection,Telecommunications,38.72,943070,Hacker Group,Zero-day,VPN,36,0.8999999999999999,0.38415921198110364,0.9433903349742948,0.49295774647887325,0.6252723345805046,2,Medium
Japan,2021,DDoS,Education,14.88,887855,Nation-state,Zero-day,AI-based Detection,7,0.8,0.1445371394109961,0.8881317359396564,0.08450704225352114,0.42115578499699957,2,Medium
USA,2018,Ransomware,Retail,54.05,535110,Nation-state,Zero-day,Antivirus,2,1.2,0.5382450497537441,0.535108200370092,0.014084507042253521,0.498647381420976,3,High
USA,2021,Man-in-the-Middle,Telecommunications,42.29,817386,Nation-state,Zero-day,Firewall,8,0.5,0.42004221529801994,0.8176070919955846,0.09859154929577466,0.48301732357703825,2,Medium
India,2018,Phishing,Banking,96.59,206552,Nation-state,Weak Passwords,Encryption,13,0.4,0.9658257111267465,0.20629076341233235,0.16901408450704225,0.5220203303758068,3,High
Brazil,2020,Man-in-the-Middle,Education,71.35,154966,Hacker Group,Zero-day,Antivirus,19,0.5,0.712131872550005,0.1546640299196066,0.25352112676056343,0.4319561833479966,3,High
France,2016,Phishing,Banking,54.5,511287,Unknown,Unpatched Software,Antivirus,34,0.4,0.5427681173987335,0.5112663891810639,0.46478873239436624,0.5034449101926859,3,High
Germany,2023,SQL Injection,Banking,94.48,426499,Unknown,Unpatched Software,VPN,37,0.7,0.9446175495024627,0.42641143862507525,0.5070422535211268,0.677178902092733,1,Critical
UK,2016,Man-in-the-Middle,Telecommunications,73.63,15907,Hacker Group,Social Engineering,Antivirus,36,0.3,0.7350487486179516,0.01549522573310342,0.49295774647887325,0.42725961646288635,0,Low
UK,2022,Phishing,Education,36.15,375734,Nation-state,Weak Passwords,AI-based Detection,31,0.4,0.35832747009749727,0.3756063534128428,0.4225352112676057,0.38051993631637293,0,Low
Brazil,2023,Malware,Government,19.18,993826,Unknown,Zero-day,Firewall,7,0.8,0.1877575635742286,0.9941864130799202,0.08450704225352114,0.4702603578043717,2,Medium
India,2023,Ransomware,Banking,83.18,397813,Nation-state,Social Engineering,Antivirus,12,1.0,0.8310382953060611,0.397702787499337,0.15492957746478872,0.5827120698651833,3,High
France,2024,Ransomware,Banking,70.98,185001,Insider,Zero-day,VPN,3,1.2,0.7084129058196805,0.18472274624678872,0.02816901408450704,0.46441578901881025,3,High
Japan,2024,DDoS,IT,7.99,805548,Insider,Unpatched Software,Antivirus,10,0.6,0.07528394813549101,0.805759744438362,0.1267605633802817,0.35719361526176135,2,Medium
Brazil,2015,SQL Injection,Retail,74.74,562552,Nation-state,Unpatched Software,Encryption,37,0.7,0.7462056488089256,0.5625718692048026,0.5070422535211268,0.6386622709892363,1,Critical
Brazil,2018,Malware,Education,33.12,724513,Nation-state,Zero-day,VPN,46,0.8,0.3278721479545683,0.7246607573375393,0.6338028169014085,0.5553076497633709,2,Medium
UK,2024,SQL Injection,Telecommunications,54.1,715395,Unknown,Social Engineering,VPN,60,0.7,0.5387476128254096,0.7155355575549108,0.8309859154929577,0.6663568954952286,1,Critical
France,2020,Ransomware,Telecommunications,75.13,177097,Unknown,Unpatched Software,Encryption,15,1.0,0.7501256407679164,0.17681250506649748,0.19718309859154928,0.49253062754542565,3,High
Australia,2020,Man-in-the-Middle,Banking,56.34,407084,Unknown,Unpatched Software,Firewall,11,0.3,0.5612624384360239,0.40698110809428645,0.14084507042253522,0.4047683218872026,3,High
UK,2023,Phishing,Healthcare,23.66,889641,Hacker Group,Social Engineering,AI-based Detection,50,0.4,0.23278721479545686,0.8899191462063569,0.6901408450704226,0.5381187987941743,2,Medium
USA,2019,SQL Injection,IT,17.81,378105,Unknown,Weak Passwords,Encryption,4,0.7,0.17398733541059405,0.37797922560900554,0.04225352112676056,0.2614394060722914,0,Low
Germany,2020,SQL Injection,Education,43.96,597987,Hacker Group,Weak Passwords,Encryption,50,0.7,0.4368278218916474,0.5980348494962525,0.6901408450704226,0.5621697526196192,2,Medium
USA,2018,Malware,Education,77.07,10600,Insider,Social Engineering,Firewall,47,0.6,0.7696250879485376,0.01018403520377578,0.647887323943662,0.5004827105292802,0,Low
France,2016,SQL Injection,Healthcare,10.82,586784,Hacker Group,Weak Passwords,Encryption,26,0.7,0.10372901799175797,0.5868230033496429,0.35211267605633806,0.35796104341286367,2,Medium
India,2023,SQL Injection,Banking,48.53,421083,Insider,Unpatched Software,AI-based Detection,28,0.7,0.4827620866418736,0.4209911620268392,0.3802816901408451,0.4654585212929702,0,Low
Australia,2023,Ransomware,Education,94.86,127127,Unknown,Social Engineering,Encryption,47,1.0,0.9484370288471204,0.12680304760456002,0.647887323943662,0.6469931906089487,1,Critical
China,2016,Malware,Government,15.92,668188,Insider,Unpatched Software,AI-based Detection,38,0.6,0.15499045130163838,0.6682912818213571,0.5211267605633804,0.4267089171797386,2,Medium
Japan,2018,SQL Injection,Education,11.28,433618,Hacker Group,Social Engineering,Antivirus,59,0.7,0.10835259825108051,0.4335360599513016,0.8169014084507042,0.40678213897596355,0,Low
Germany,2023,Malware,Telecommunications,3.86,51176,Unknown,Social Engineering,Encryption,61,0.6,0.0337722384159212,0.050792074947133295,0.8450704225352113,0.2577606023575507,0,Low
Germany,2016,SQL Injection,IT,34.35,918452,Unknown,Weak Passwords,AI-based Detection,16,0.7,0.3402351995175395,0.9187528960349717,0.2112676056338028,0.5239734697442678,2,Medium
Germany,2023,Ransomware,Healthcare,84.92,152814,Nation-state,Social Engineering,AI-based Detection,33,1.0,0.8485274902000202,0.15251033065088357,0.4507042253521127,0.5753049403456957,3,High
USA,2017,Man-in-the-Middle,Retail,74.57,502149,Hacker Group,Weak Passwords,AI-based Detection,29,0.3,0.7444969343652629,0.5021211736059751,0.3943661971830986,0.5573083652645174,3,High
USA,2019,Ransomware,Healthcare,89.81,46960,Nation-state,Zero-day,AI-based Detection,16,1.2,0.8976781586089055,0.046572745896512356,0.2112676056338028,0.5352966083392765,3,High
Brazil,2017,SQL Injection,Government,40.66,651335,Insider,Weak Passwords,Encryption,21,0.7,0.4036586591617248,0.6514249743047265,0.28169014084507044,0.483228984125122,2,Medium
Brazil,2018,DDoS,Telecommunications,69.83,587034,Hacker Group,Weak Passwords,AI-based Detection,35,0.6,0.696853955171374,0.587073200755396,0.47887323943661975,0.6106381901824924,3,High
France,2015,Man-in-the-Middle,Healthcare,79.58,856278,Hacker Group,Zero-day,Firewall,71,0.5,0.7948537541461455,0.8565298020137889,0.9859154929577465,0.8220835408541443,1,Critical
China,2022,DDoS,Banking,79.07,880586,Hacker Group,Unpatched Software,VPN,56,0.6,0.7897276108151573,0.8808569961699781,0.7746478873239437,0.7950777206418451,1,Critical
USA,2019,DDoS,Government,81.56,78873,Hacker Group,Weak Passwords,Encryption,27,0.6,0.814755251784099,0.07851094513571208,0.36619718309859156,0.48269482087407156,3,High
Australia,2017,DDoS,Banking,62.81,810106,Hacker Group,Weak Passwords,Encryption,66,0.6,0.6262940999095388,0.8103213435400531,0.9154929577464789,0.7367126345751271,1,Critical
Germany,2021,DDoS,Government,28.71,937384,Hacker Group,Unpatched Software,Encryption,67,0.6,0.28354608503367174,0.9376998451778454,0.9295774647887325,0.6406438805245689,2,Medium
Japan,2023,Man-in-the-Middle,Retail,36.68,231307,Unknown,Zero-day,Encryption,4,0.5,0.3636546386571515,0.2310653105300082,0.04225352112676056,0.27323215284721514,0,Low
China,2016,DDoS,IT,71.75,816710,Hacker Group,Weak Passwords,VPN,60,0.6,0.716152377123329,0.816930558210428,0.8309859154929577,0.7577373014110516,1,Critical
USA,2019,Man-in-the-Middle,Telecommunications,17.21,896828,Unknown,Weak Passwords,Firewall,33,0.3,0.16795657855060814,0.8971118212269481,0.4507042253521127,0.4564570228587502,2,Medium
UK,2016,DDoS,Telecommunications,48.47,937466,Hacker Group,Social Engineering,AI-based Detection,28,0.6,0.482159010955875,0.9377819099269324,0.3802816901408451,0.6102545153885988,2,Medium
China,2020,DDoS,Banking,11.72,81518,Nation-state,Social Engineering,VPN,47,0.6,0.11277515328173687,0.0811580336885803,0.647887323943662,0.2590349362080012,0,Low
Brazil,2015,Malware,IT,1.35,371048,Hacker Group,Zero-day,VPN,56,0.8,0.008543572218313401,0.370916653239406,0.7746478873239437,0.3496220023239359,0,Low
USA,2019,Phishing,IT,20.13,25946,Hacker Group,Weak Passwords,AI-based Detection,68,0.4,0.19730626193587297,0.02554215275852648,0.943661971830986,0.3153175449681044,0,Low
France,2017,Man-in-the-Middle,Education,14.99,942088,Insider,Zero-day,AI-based Detection,46,0.5,0.1456427781686602,0.9424075595644964,0.6338028169014085,0.5177399425170948,2,Medium
Japan,2015,Malware,Telecommunications,28.8,915532,Insider,Zero-day,Encryption,68,0.8,0.28445069856266963,0.915830590335775,0.943661971830986,0.6572618508919976,2,Medium
USA,2018,SQL Injection,Government,99.49,755576,Insider,Weak Passwords,AI-based Detection,23,0.7,0.994974369283345,0.7557482853971784,0.3098591549295775,0.756686064318407,3,High
Brazil,2018,Malware,Education,6.3,661644,Insider,Social Engineering,AI-based Detection,29,0.6,0.05829731631319731,0.661742114528363,0.3943661971830986,0.36071480032040754,2,Medium
UK,2019,DDoS,Telecommunications,95.75,168951,Insider,Social Engineering,VPN,13,0.6,0.9573826515227662,0.1686600727974372,0.16901408450704225,0.5273538993497462,3,High
Russia,2022,Man-in-the-Middle,IT,49.87,816398,Insider,Social Engineering,Encryption,39,0.3,0.49623077696250883,0.8166183118480481,0.5352112676056339,0.5805200578605447,2,Medium
India,2017,DDoS,Education,83.49,79933,Hacker Group,Zero-day,AI-based Detection,23,0.8,0.834154186350387,0.0795717821361054,0.3098591549295775,0.499505040166902,3,High
USA,2019,Malware,Government,83.84,506149,Nation-state,Social Engineering,Encryption,35,0.6,0.8376721278520456,0.5061243320980253,0.47887323943661975,0.6426807986575498,3,High
Japan,2021,Phishing,Retail,81.26,245015,Nation-state,Zero-day,Firewall,41,0.6000000000000001,0.811739873354106,0.24478413468226431,0.5633802816901409,0.57080724608435,1,Critical
Japan,2017,SQL Injection,Banking,66.81,966993,Hacker Group,Social Engineering,VPN,64,0.7,0.6664991456427782,0.9673322251256242,0.8873239436619719,0.8042641145271928,1,Critical
Australia,2016,Malware,Education,88.87,235062,Nation-state,Weak Passwords,Firewall,32,0.6,0.8882299728615942,0.23482327556442034,0.4366197183098592,0.5730629154759357,3,High
Brazil,2022,Phishing,Healthcare,75.08,132520,Unknown,Zero-day,Antivirus,56,0.6000000000000001,0.7496230776962509,0.13220030604146674,0.7746478873239437,0.5544389003557292,1,Critical
Germany,2016,SQL Injection,Retail,56.57,869605,Unknown,Social Engineering,VPN,51,0.7,0.5635742285656851,0.8698673253196773,0.7042253521126761,0.6972349594447124,1,Critical
USA,2017,Phishing,Banking,96.27,637264,Hacker Group,Unpatched Software,AI-based Detection,11,0.4,0.9626093074680873,0.6373428635193168,0.14084507042253522,0.6444155961275371,3,High
Russia,2021,DDoS,Banking,45.6,759356,Insider,Social Engineering,VPN,1,0.6,0.45331189064227567,0.7595312701721659,0.0,0.46918413730856007,3,High
Brazil,2021,DDoS,Education,69.37,666096,Hacker Group,Zero-day,Encryption,9,0.8,0.6922303749120515,0.6661976299300149,0.11267605633802817,0.5792866502114308,3,High
India,2021,SQL Injection,Telecommunications,68.91,851981,Nation-state,Zero-day,AI-based Detection,57,0.8999999999999999,0.6876067946527289,0.852229409003704,0.7887323943661972,0.7784580194354421,1,Critical
Australia,2024,Phishing,Banking,14.97,214740,Nation-state,Unpatched Software,Encryption,57,0.4,0.145441752939994,0.21448522884555918,0.7887323943661972,0.3202687487029048,0,Low
Brazil,2016,Phishing,Government,35.94,372653,Hacker Group,Weak Passwords,VPN,60,0.4,0.35621670519650217,0.3725229205843411,0.8309859154929577,0.4604407413524948,0,Low
India,2024,Phishing,Banking,64.23,903871,Nation-state,Unpatched Software,Encryption,17,0.4,0.6405668911448388,0.9041603825418255,0.22535211267605634,0.6125452937556944,3,High
India,2015,Malware,Education,64.29,924049,Nation-state,Social Engineering,VPN,5,0.6,0.6411699668308374,0.9243543155549729,0.056338028169014086,0.6050418870326297,3,High
